"","chrnr","epinr","jnr","matr","resultat","prvdato","region","ugenr"
"111801",10537,1,"B10230","Kloaksvaber","POS",2004-01-13,"R4",316
"111841",10153,1,"B10234","Kloaksvaber","POS",2004-01-14,"R3",316
"111881",10140,2,"B10238","Kloaksvaber","POS",2004-01-14,"R4",316
"11192",10402,1,"B10242","Kloaksvaber","NEG",2004-01-14,"R1",316
"111961",10219,3,"B10246","Kloaksvaber","NEG",2004-01-13,"R3",316
"112001",10156,2,"B10250","Kloaksvaber","NEG",2004-01-13,NA,316
"112041",10245,1,"B10254","Kloaksvaber","NEG",2004-01-15,"R4",316
"112081",10386,1,"B10258","Kloaksvaber","NEG",2004-01-15,"R1",316
"112161",10211,1,"B10266","Kloaksvaber","POS",2004-01-12,"R1",316
"112201",10491,1,"B10270","Kloaksvaber","POS",2004-01-13,NA,316
"112241",10491,2,"B10274","Kloaksvaber","NEG",2004-01-16,NA,316
"112281",10097,1,"B10278","Kloaksvaber","NEG",2004-01-16,NA,316
"112321",10245,4,"B10282","Kloaksvaber","NEG",2004-01-16,"R4",316
"112361",10603,3,"B10286","Kloaksvaber","NEG",2004-01-19,"R3",317
"112401",10603,2,"B10290","Kloaksvaber","NEG",2004-01-19,"R3",317
"112441",10245,2,"B10291","Kloaksvaber","POS",2004-01-16,"R4",316
"112481",10226,2,"B10298","Kloaksvaber","NEG",2004-01-20,NA,317
"112521",10246,2,"B10302","Kloaksvaber","POS",2004-01-21,"R3",317
"112561",10501,8,"B10306","Kloaksvaber","NEG",2004-01-20,NA,317
"112601",10435,1,"B10311","Kloaksvaber","NEG",2004-01-21,"R2",317
"112641",10200,1,"B10315","Kloaksvaber","NEG",2004-01-20,"R2",317
"112681",10248,3,"B10319","Kloaksvaber","NEG",2004-01-22,"R8",317
"112721",10667,1,"B10324","Kloaksvaber","NEG",2004-01-22,"R4",317
"112761",10429,1,"B10308","Kloaksvaber","NEG",2004-01-22,"R3",317
"112801",10441,2,"B10330","Kloaksvaber","NEG",2004-01-26,"R3",318
"112841",10300,12,"B10334","Kloaksvaber","POS",2004-01-23,"R4",317
"112881",10169,7,"B10337","Kloaksvaber","NEG",2004-01-23,"R4",317
"112921",10335,2,"B10342","Kloaksvaber","NEG",2004-01-26,"R4",318
"112961",10438,1,"B10346","Kloaksvaber","NEG",2004-01-26,"R3",318
"113001",10337,1,"B10369","Kloaksvaber","NEG",2004-01-29,"R3",318
"113041",10224,1,"B10373","Kloaksvaber","NEG",2004-01-28,"R5",318
"113081",10129,1,"B10377","Kloaksvaber","NEG",2004-01-27,"R7",318
"113121",10562,2,"B10381","Kloaksvaber","NEG",2004-01-29,"R8",318
"113161",10467,1,"B10385","Kloaksvaber","POS",2004-01-29,NA,318
"113201",10597,2,"B10352","Kloaksvaber","POS",2004-01-28,"R6",318
"113251",10390,2,"B10357","Kloaksvaber","NEG",2004-01-27,"R1",318
"113291",10621,1,"B10361","Kloaksvaber","NEG",2004-01-26,"R1",318
"113331",10388,1,"B10365","Kloaksvaber","NEG",2004-01-19,"R1",317
"113371",10467,1,"B10388","Kloaksvaber","POS",2004-02-02,NA,319
"113411",10164,1,"B10392","Kloaksvaber","NEG",2004-02-02,"R5",319
"113451",10660,1,"B10396","Kloaksvaber","NEG",2004-02-02,"R4",319
"113491",10356,1,"B10400","Kloaksvaber","NEG",2004-02-02,"R2",319
"113531",10660,2,"B10406","Kloaksvaber","NEG",2004-02-03,"R4",319
"113571",10332,3,"B10409","Kloaksvaber","NEG",2004-02-04,"R3",319
"113611",10666,2,"B10412","Kloaksvaber","NEG",2004-02-03,"R7",319
"113651",10619,1,"B10416","Kloaksvaber","NEG",2004-02-05,"R5",319
"113691",10208,4,"B10420","Kloaksvaber","POS",2004-02-03,NA,319
"113731",10630,2,"B10424","Kloaksvaber","NEG",2004-02-03,"R6",319
"113771",10532,2,"B10428","Kloaksvaber","NEG",2004-02-05,"R4",319
"113811",10208,2,"B10433","Kloaksvaber","NEG",2004-01-29,NA,318
"113851",10111,2,"B10437","Kloaksvaber","NEG",2004-02-05,"R5",319
"113891",10634,1,"B10441","Kloaksvaber","NEG",2004-02-04,"R2",319
"113931",10467,2,"B10445","Kloaksvaber","NEG",2004-02-05,NA,319
"113971",10208,1,"B10432","Kloaksvaber","POS",2004-01-29,NA,318
"114011",10560,2,"B10454","Kloaksvaber","NEG",2004-02-09,"R8",320
"114051",10233,6,"B10458","Kloaksvaber","NEG",2004-02-06,"R6",319
"114091",10529,2,"B10462","Kloaksvaber","NEG",2004-02-06,"R7",319
"114131",10467,2,"B10449","Kloaksvaber","POS",2004-02-06,NA,319
"114171",10209,1,"B10468","Kloaksvaber","POS",2004-02-09,"R1",320
"114211",10181,1,"B10472","Kloaksvaber","POS",2004-02-10,"R3",320
"114251",10327,1,"B10473","Kloaksvaber","NEG",2004-02-10,"R8",320
"114291",10668,1,"B10481","Kloaksvaber","NEG",2004-02-11,NA,320
"114331",10449,1,"B10485","Kloaksvaber","POS",2004-02-10,"R5",320
"114371",10227,1,"B10489","Kloaksvaber","NEG",2004-02-12,"R1",320
"114411",10175,2,"B10493","Kloaksvaber","NEG",2004-02-12,"R2",320
"114451",10209,4,"B10497","Kloaksvaber","POS",2004-02-10,"R1",320
"114491",10467,2,"B10501","Kloaksvaber","POS",2004-02-10,NA,320
"114531",10250,1,"B10505","Kloaksvaber","POS",2004-02-13,"R2",320
"114571",10362,1,"B10511","Kloaksvaber","NEG",2004-02-16,"R2",321
"114611",10141,4,"B10515","Kloaksvaber","NEG",2004-02-16,"R5",321
"114651",10375,2,"B10519","Kloaksvaber","NEG",2004-02-13,"R7",320
"114691",10178,1,"B10525","Kloaksvaber","NEG",2004-02-13,NA,320
"114731",10250,6,"B10522","Kloaksvaber","POS",2004-02-16,"R2",321
"114771",10342,1,"B10530","Kloaksvaber","POS",2004-02-17,"R3",321
"114811",10307,2,"B10534","Kloaksvaber","POS",2004-02-18,"R3",321
"114851",10372,2,"B10538","Kloaksvaber","NEG",2004-02-16,"R5",321
"114891",10550,1,"B10542","Kloaksvaber","NEG",2004-02-18,NA,321
"114931",10165,2,"B10546","Kloaksvaber","NEG",2004-02-17,"R5",321
"114971",10193,5,"B10550","Kloaksvaber","POS",2004-02-19,"R7",321
"115011",10572,1,"B10555","Kloaksvaber","POS",2004-02-18,"R3",321
"115051",10207,1,"B10559","Kloaksvaber","POS",2004-02-17,"R5",321
"115091",10193,2,"B10563","Kloaksvaber","POS",2004-02-19,"R7",321
"115131",10033,2,"B10567","Kloaksvaber","NEG",2004-02-17,"R3",321
"115171",10033,3,"B10570","Kloaksvaber","NEG",2004-02-23,"R3",322
"115211",10650,2,"B10574","Kloaksvaber","NEG",2004-02-23,"R8",322
"115251",10076,2,"B10578","Kloaksvaber","NEG",2004-02-20,"R5",321
"115291",10650,2,"B10582","Kloaksvaber","NEG",2004-02-23,"R8",322
"115331",10127,4,"B10586","Kloaksvaber","NEG",2004-02-24,"R4",322
"115371",10520,2,"B10590","Kloaksvaber","NEG",2004-02-25,"R4",322
"115411",10252,2,"B10594","Kloaksvaber","POS",2004-02-24,"R3",322
"115451",10386,1,"B10598","Kloaksvaber","NEG",2004-02-26,"R1",322
"115491",10211,6,"B10602","Kloaksvaber","POS",2004-02-26,"R1",322
"115531",10537,1,"B10606","Kloaksvaber","NEG",2004-02-26,"R4",322
"115571",10178,3,"B10610","Kloaksvaber","POS",2004-02-24,NA,322
"115621",10193,8,"B10614","Kloaksvaber","NEG",2002-02-27,"R7",218
"115661",10244,3,"B10618","Kloaksvaber","POS",2004-02-27,"R4",322
"115701",10211,5,"B10622","Kloaksvaber","POS",2004-02-27,"R1",322
"115741",10156,5,"B10626","Kloaksvaber","NEG",2004-03-01,NA,323
"115781",10403,1,"B10630","Kloaksvaber","NEG",2004-02-23,"R1",322
"115821",10100,2,"B10634","Kloaksvaber","NEG",2004-02-24,"R1",322
"115861",10241,3,"B10638","Kloaksvaber","NEG",2004-02-25,NA,322
"115901",10244,5,"B10644","Kloaksvaber","NEG",2004-03-03,"R4",323
"115941",10500,3,"B10648","Kloaksvaber","POS",2004-03-03,"R4",323
"115981",10244,4,"B10643","Kloaksvaber","NEG",2004-03-03,"R4",323
"116021",10156,1,"B10654","Kloaksvaber","NEG",2004-03-02,NA,323
"116061",10219,3,"B10658","Kloaksvaber","NEG",2004-03-03,"R3",323
"116101",10576,1,"B10662","Kloaksvaber","NEG",2004-03-02,"R6",323
"116141",10140,2,"B10666","Kloaksvaber","POS",2004-03-04,"R4",323
"116181",10388,2,"B10671","Kloaksvaber","NEG",2004-03-02,"R1",323
"116221",10491,1,"B10674","Kloaksvaber","NEG",2004-03-02,NA,323
"116261",10435,1,"B10678","Kloaksvaber","NEG",2004-03-05,"R2",323
"116301",10441,1,"B10682","Kloaksvaber","NEG",2004-03-08,"R3",324
"116341",10246,2,"B10686","Kloaksvaber","POS",2004-03-08,"R3",324
"116381",10501,8,"B10690","Kloaksvaber","NEG",2004-03-08,NA,324
"116421",10248,3,"B10694","Kloaksvaber","NEG",2004-03-05,"R8",323
"116461",10389,1,"B10698","Kloaksvaber","NEG",2004-03-08,"R1",324
"116501",10246,4,"B10706","Kloaksvaber","NEG",2004-03-09,"R3",324
"116541",10200,3,"B10702","Kloaksvaber","NEG",2004-03-04,"R2",323
"116581",10501,7,"B10710","Kloaksvaber","NEG",2004-03-10,NA,324
"116621",10491,1,"B10714","Kloaksvaber","NEG",2004-03-10,NA,324
"116661",10618,2,"B10718","Kloaksvaber","NEG",2004-03-09,NA,324
"116701",10501,6,"B10722","Kloaksvaber","NEG",2004-03-11,NA,324
"116741",10554,2,"B10726","Kloaksvaber","NEG",2004-03-11,"R1",324
"116781",10420,2,"B10730","Kloaksvaber","NEG",2004-03-09,"R5",324
"116821",10356,2,"B10734","Kloaksvaber","NEG",2004-03-15,"R2",325
"116861",10432,1,"B10738","Kloaksvaber","NEG",2004-03-12,"R2",324
"116901",10438,3,"B10742","Kloaksvaber","NEG",2004-03-15,"R3",325
"116941",10337,1,"B10746","Kloaksvaber","NEG",2004-03-12,"R3",324
"116981",10129,3,"B10750","Kloaksvaber","NEG",2004-03-16,"R7",325
"117021",10226,2,"B10754","Kloaksvaber","NEG",2004-03-16,NA,325
"117061",10153,4,"B10758","Kloaksvaber","POS",2004-03-15,"R3",325
"117101",10086,2,"B10762","Kloaksvaber","NEG",2004-03-16,NA,325
"117141",10597,1,"B10766","Kloaksvaber","NEG",2004-03-17,"R6",325
"117181",10086,1,"B10770","Kloaksvaber","NEG",2004-03-16,NA,325
"117221",10185,1,"B10774","Kloaksvaber","NEG",2004-03-17,"R5",325
"117261",10129,2,"B10779","Kloaksvaber","NEG",2004-03-16,"R7",325
"117301",10394,11,"B10783","Kloaksvaber","NEG",2004-03-18,"R4",325
"117341",10164,2,"B10786","Kloaksvaber","NEG",2004-03-17,"R5",325
"117381",10191,1,"B10790","Kloaksvaber","NEG",2004-03-18,NA,325
"117421",10191,1,"B10794","Kloaksvaber","NEG",2004-03-22,NA,326
"117461",10630,2,"B10798","Kloaksvaber","NEG",2004-03-19,"R6",325
"117501",10196,2,"B10802","Kloaksvaber","NEG",2004-03-22,"R3",326
"117541",10666,2,"B10806","Kloaksvaber","NEG",2004-03-22,"R7",326
"117581",10532,1,"B10810","Kloaksvaber","NEG",2004-03-23,"R4",326
"117621",10233,4,"B10814","Kloaksvaber","NEG",2004-03-24,"R6",326
"117661",10381,1,"B10818","Kloaksvaber","NEG",2004-03-24,"R1",326
"117701",10619,3,"B10822","Kloaksvaber","NEG",2004-03-22,"R5",326
"117741",10603,3,"B10826","Kloaksvaber","NEG",2004-03-18,"R3",325
"117781",10660,2,"B10830","Kloaksvaber","NEG",2004-03-23,"R4",326
"117821",10563,5,"B10834","Kloaksvaber","POS",2004-03-23,"R5",326
"117861",10233,3,"B10838","Kloaksvaber","NEG",2004-03-24,"R6",326
"117901",10233,7,"B10842","Kloaksvaber","NEG",2004-03-24,"R6",326
"117941",10175,1,"B10846","Kloaksvaber","NEG",2004-03-25,"R2",326
"117981",10191,1,"B10851","Kloaksvaber","NEG",2004-03-23,NA,326
"118021",10331,1,"B10855","Kloaksvaber","NEG",2004-03-29,"R6",327
"118061",10209,5,"B10859","Kloaksvaber","POS",2004-03-26,"R1",326
"118101",10295,1,"B10863","Kloaksvaber","NEG",2004-03-29,"R7",327
"11814",10190,1,"B10867","Kloaksvaber","NEG",2004-03-26,"R3",326
"118181",10209,1,"B10871","Kloaksvaber","POS",2004-03-24,"R1",326
"118221",10250,3,"B10875","Kloaksvaber","NEG",2004-03-25,"R2",326
"118261",10375,2,"B10878","Kloaksvaber","NEG",2004-03-30,"R7",327
"118301",10467,2,"B10882","Kloaksvaber","NEG",2004-03-30,NA,327
"118341",10207,1,"B10886","Kloaksvaber","POS",2004-03-31,"R5",327
"118381",10632,1,"B10890","Kloaksvaber","POS",2004-03-30,"R6",327
"118421",10224,1,"B10894","Kloaksvaber","NEG",2004-03-31,"R5",327
"118461",10227,1,"B10898","Kloaksvaber","NEG",2004-04-01,"R1",327
"118501",10362,2,"B10902","Kloaksvaber","NEG",2004-04-01,"R2",327
"118541",10545,2,"B10906","Kloaksvaber","NEG",2004-04-01,NA,327
"118581",10083,2,"B10910","Kloaksvaber","NEG",2004-04-02,"R2",327
"118621",10187,2,"B10914","Kloaksvaber","NEG",2004-04-02,"R8",327
"118661",10141,3,"B10918","Kloaksvaber","NEG",2004-04-05,"R5",328
"118701",10659,4,"B10922","Kloaksvaber","NEG",2004-04-06,"R3",328
"118751",10467,2,"B10927","Kloaksvaber","NEG",2004-04-02,NA,327
"118791",10342,2,"B10931","Kloaksvaber","POS",2004-04-13,"R3",329
"118831",10312,2,"B10935","Kloaksvaber","NEG",2004-04-13,"R8",329
"118871",10383,3,"B10939","Kloaksvaber","NEG",2004-04-05,"R1",328
"118911",10307,2,"B10943","Kloaksvaber","NEG",2004-04-07,"R3",328
"118951",10178,2,"B10947","Kloaksvaber","POS",2004-04-07,NA,328
"118991",10535,1,"B10951","Kloaksvaber","NEG",2004-04-13,"R1",329
"119031",10307,1,"B10955","Kloaksvaber","NEG",2004-04-10,"R3",328
"119071",10372,1,"B10959","Kloaksvaber","NEG",2004-04-06,"R5",328
"119111",10193,5,"B10963","Kloaksvaber","NEG",2004-04-14,"R7",329
"119151",10210,2,"B10967","Kloaksvaber","NEG",2004-04-14,NA,329
"119191",10266,1,"B10971","Kloaksvaber","NEG",2004-04-15,"R6",329
"119231",10135,1,"B10975","Kloaksvaber","NEG",2004-04-14,"R6",329
"119271",10311,1,"B10979","Kloaksvaber","POS",2004-04-15,NA,329
"119311",10178,3,"B10983","Kloaksvaber","NEG",2004-04-15,NA,329
"119351",10320,1,"B10987","Kloaksvaber","NEG",2004-04-16,NA,329
"119391",10211,5,"B10991","Kloaksvaber","POS",2004-04-19,"R1",330
"119431",10584,1,"B10995","Kloaksvaber","NEG",2004-04-19,"R7",330
"119471",10386,1,"B10999","Kloaksvaber","NEG",2004-04-15,"R1",329
"119511",10241,2,"B11003","Kloaksvaber","NEG",2004-04-19,NA,330
"11955",10367,2,"B11007","Kloaksvaber","NEG",2004-04-15,"R1",329
"119591",10127,5,"B11011","Kloaksvaber","NEG",2004-04-20,"R4",330
"119631",10520,2,"B11015","Kloaksvaber","NEG",2004-04-21,"R4",330
"119671",10649,1,"B11019","Kloaksvaber","NEG",2004-04-22,"R8",330
"119711",10388,1,"B11023","Kloaksvaber","NEG",2004-04-20,"R1",330
"119751",10411,1,"B11027","Kloaksvaber","NEG",2004-04-22,"R1",330
"119791",10561,1,"B11031","Kloaksvaber","NEG",2004-04-20,"R8",330
"119831",10200,2,"B11035","Kloaksvaber","NEG",2004-04-22,"R2",330
"119871",10156,2,"B11039","Kloaksvaber","NEG",2004-04-20,NA,330
"119911",10033,1,"B11043","Kloaksvaber","NEG",2004-04-21,"R3",330
"119951",10615,2,"B11047","Kloaksvaber","NEG",2004-04-20,NA,330
"119991",10637,2,"B11051","Kloaksvaber","NEG",2004-04-23,"R3",330
"120031",10244,3,"B11055","Kloaksvaber","NEG",2004-04-26,"R4",331
"120071",10140,3,"B11059","Kloaksvaber","NEG",2004-04-23,"R4",330
"120111",10667,1,"B11063","Kloaksvaber","POS",2004-04-23,"R4",330
"120151",10615,2,"B11067","Kloaksvaber","NEG",2004-04-26,NA,331
"120191",10244,6,"B11071","Kloaksvaber","NEG",2004-04-27,"R4",331
"120231",10335,2,"B11075","Kloaksvaber","NEG",2004-04-28,"R4",331
"120271",10554,1,"B11079","Kloaksvaber","NEG",2004-04-26,"R1",331
"120311",10621,1,"B11083","Kloaksvaber","NEG",2004-04-29,"R1",331
"120351",10389,2,"B11087","Kloaksvaber","NEG",2004-04-28,"R1",331
"120391",10604,2,"B11091","Kloaksvaber","NEG",2004-04-29,"R3",331
"120431",10246,4,"B11095","Kloaksvaber","NEG",2004-04-29,"R3",331
"120471",10390,1,"B11099","Kloaksvaber","NEG",2004-04-28,"R1",331
"120511",10429,1,"B11103","Kloaksvaber","NEG",2004-05-04,"R3",332
"120551",10596,3,"B11107","Kloaksvaber","NEG",2004-04-30,"R5",331
"120591",10129,1,"B11111","Kloaksvaber","POS",2004-05-03,"R7",332
"120631",10438,3,"B11115","Kloaksvaber","NEG",2004-05-03,"R3",332
"120671",10435,1,"B11119","Kloaksvaber","NEG",2004-04-30,"R2",331
"120711",10169,2,"B11123","Kloaksvaber","NEG",2004-05-04,"R4",332
"120751",10169,7,"B11127","Kloaksvaber","NEG",2004-05-05,"R4",332
"120791",10548,3,"B11131","Kloaksvaber","NEG",2004-05-05,"R2",332
"120831",10086,1,"B11135","Kloaksvaber","NEG",2004-05-03,NA,332
"120871",10491,2,"B11139","Kloaksvaber","NEG",2004-05-04,NA,332
"120911",10634,1,"B11143","Kloaksvaber","NEG",2004-05-09,"R2",332
"120951",10226,2,"B11147","Kloaksvaber","NEG",2004-05-05,NA,332
"120991",10245,3,"B11151","Kloaksvaber","NEG",2004-05-05,"R4",332
"121031",10086,1,"B11155","Kloaksvaber","NEG",2004-05-04,NA,332
"121071",10548,2,"B11159","Kloaksvaber","NEG",2004-05-05,"R2",332
"121111",10324,6,"B11163","Kloaksvaber","NEG",2004-05-06,"R8",332
"121151",10548,3,"B11167","Kloaksvaber","NEG",2004-05-10,"R2",333
"121191",10394,10,"B11171","Kloaksvaber","NEG",2004-05-11,"R4",333
"121231",10233,7,"B11175","Kloaksvaber","NEG",2004-05-12,"R6",333
"121271",10597,2,"B11179","Kloaksvaber","NEG",2004-05-12,"R6",333
"121311",10227,1,"B11184","Kloaksvaber","NEG",2004-05-13,"R1",333
"121351",10175,3,"B11188","Kloaksvaber","NEG",2004-05-13,"R2",333
"121391",10196,3,"B11192","Kloaksvaber","NEG",2004-05-13,"R3",333
"121431",10529,1,"B11196","Kloaksvaber","NEG",2004-05-13,"R7",333
"121471",10233,3,"B11200","Kloaksvaber","NEG",2004-05-11,"R6",333
"121511",10233,7,"B11204","Kloaksvaber","NEG",2004-05-12,"R6",333
"121551",10227,1,"B11208","Kloaksvaber","NEG",2004-05-13,"R1",333
"121591",10491,2,"B11212","Kloaksvaber","NEG",2004-05-12,NA,333
"121631",10248,5,"B11215","Kloaksvaber","NEG",2004-05-14,"R8",333
"121671",10660,2,"B11219","Kloaksvaber","NEG",2004-05-14,"R4",333
"121711",10332,2,"B11223","Kloaksvaber","NEG",2004-05-17,"R3",334
"121751",10248,3,"B11227","Kloaksvaber","NEG",2004-05-14,"R8",333
"121791",10532,1,"B11231","Kloaksvaber","NEG",2004-05-18,"R4",334
"121831",10250,1,"B11236","Kloaksvaber","NEG",2004-05-17,"R2",334
"121871",10250,5,"B11240","Kloaksvaber","NEG",2004-05-18,"R2",334
"121911",10227,2,"B11234","Kloaksvaber","NEG",2004-05-13,"R1",333
"121951",10603,1,"B11247","Kloaksvaber","NEG",2004-05-18,"R3",334
"121991",10545,2,"B11251","Kloaksvaber","NEG",2004-05-19,NA,334
"122031",10352,2,"B11255","Kloaksvaber","NEG",2004-05-21,"R1",334
"122071",10630,2,"B11259","Kloaksvaber","NEG",2004-05-19,"R6",334
"122111",10372,2,"B11263","Kloaksvaber","NEG",2004-05-24,"R5",335
"122151",10327,1,"B11267","Kloaksvaber","NEG",2004-05-24,"R8",335
"122191",10630,3,"B11271","Kloaksvaber","NEG",2004-05-21,"R6",334
"122231",10545,1,"B11275","Kloaksvaber","NEG",2004-05-19,NA,334
"122271",10467,1,"B11279","Kloaksvaber","POS",2004-05-24,NA,335
"122311",10165,2,"B11283","Kloaksvaber","NEG",2004-05-24,"R5",335
"122351",10585,1,"B11287","Kloaksvaber","NEG",2004-05-25,"R6",335
"122391",10328,1,"B11291","Kloaksvaber","NEG",2004-05-26,"R8",335
"122431",10403,1,"B11295","Kloaksvaber","NEG",2004-05-26,"R1",335
"122471",10327,2,"B11299","Kloaksvaber","NEG",2004-05-25,"R8",335
"122511",10543,2,"B11303","Kloaksvaber","NEG",2004-05-26,"R7",335
"122551",10187,1,"B11308","Kloaksvaber","NEG",2004-05-27,"R8",335
"122591",10362,1,"B11312","Kloaksvaber","POS",2004-05-27,"R2",335
"122631",10467,1,"B11316","Kloaksvaber","POS",2004-05-25,NA,335
"122671",10467,2,"B11320","Kloaksvaber","POS",2004-06-01,NA,336
"122711",10083,2,"B11324","Kloaksvaber","NEG",2004-05-28,"R2",335
"122751",10209,1,"B11328","Kloaksvaber","POS",2004-05-27,"R1",335
"122831",10537,1,"B11336","Kloaksvaber","POS",2004-06-02,"R4",336
"122871",10467,2,"B11341","Kloaksvaber","POS",2004-06-02,NA,336
"122911",10136,4,"B11345","Kloaksvaber","POS",2004-06-03,"R4",336
"122951",10141,5,"B11349","Kloaksvaber","NEG",2004-06-01,"R5",336
"122991",10209,6,"B11354","Kloaksvaber","POS",2004-06-01,"R1",336
"12303",10252,4,"B11358","Kloaksvaber","NEG",2004-06-03,"R3",336
"123071",10535,1,"B11362","Kloaksvaber","POS",2004-06-02,"R1",336
"123111",10209,2,"B11351","Kloaksvaber","POS",2004-06-02,"R1",336
"123151",10136,3,"B11368","Kloaksvaber","NEG",2004-06-04,"R4",336
"123191",10219,3,"B11372","Kloaksvaber","NEG",2004-06-04,"R3",336
"123231",10646,1,"B11376","Kloaksvaber","NEG",2004-06-07,"R8",337
"123271",10384,1,"B11380","Kloaksvaber","NEG",2004-06-03,"R1",336
"123311",10561,1,"B11384","Kloaksvaber","POS",2004-06-10,"R8",337
"123351",10554,1,"B11388","Kloaksvaber","POS",2004-06-14,"R1",338
"123391",10368,1,"B11392","Kloaksvaber","NEG",2004-06-14,"R1",338
"123431",10137,1,"B11396","Kloaksvaber","POS",2004-06-15,"R5",338
"123471",10637,1,"B11400","Kloaksvaber","NEG",2004-06-11,"R3",337
"123511",10500,3,"B11404","Kloaksvaber","POS",2004-06-12,"R4",337
"123551",10140,1,"B11408","Kloaksvaber","POS",2004-06-14,"R4",338
"123591",10211,2,"B11412","Kloaksvaber","NEG",2004-06-12,"R1",337
"123631",10211,5,"B11416","Kloaksvaber","POS",2004-06-15,"R1",338
"123671",10520,2,"B11420","Kloaksvaber","NEG",2004-06-16,"R4",338
"123711",10449,1,"B11450","Kloaksvaber","NEG",2004-06-22,"R5",339
"123751",10520,3,"B11454","Kloaksvaber","NEG",2004-06-21,"R4",339
"123791",10629,3,"B11458","Kloaksvaber","POS",2004-06-18,"R6",338
"123831",10241,4,"B11462","Kloaksvaber","NEG",2004-06-21,NA,339
"123871",10604,2,"B11466","Kloaksvaber","POS",2004-06-18,"R3",338
"123911",10244,2,"B11470","Kloaksvaber","NEG",2004-06-22,"R4",339
"123951",10086,1,"B11474","Kloaksvaber","NEG",2004-06-22,NA,339
"123991",10246,2,"B11478","Kloaksvaber","NEG",2004-06-23,"R3",339
"124031",10244,5,"B11482","Kloaksvaber","NEG",2004-06-23,"R4",339
"124071",10248,1,"B13211","Kloaksvaber","NEG",2005-01-26,"R8",370
"124111",10241,2,"B13215","Kloaksvaber","NEG",2005-01-26,NA,370
"124151",10175,3,"B13219","Kloaksvaber","NEG",2005-01-26,"R2",370
"124191",10335,2,"B13223","Kloaksvaber","NEG",2005-01-27,"R4",370
"124231",10566,1,"B13227","Kloaksvaber","NEG",2005-01-25,"R3",370
"124271",10248,6,"B13231","Kloaksvaber","NEG",2005-01-27,"R8",370
"124311",10178,2,"B13235","Kloaksvaber","POS",2005-01-25,NA,370
"124351",10141,5,"B13239","Kloaksvaber","NEG",2005-01-31,"R5",371
"124391",10560,2,"B13243","Kloaksvaber","POS",2005-01-31,"R8",371
"124431",10233,2,"B13247","Kloaksvaber","NEG",2005-01-28,"R6",370
"124481",10175,4,"B13252","Kloaksvaber","NEG",2005-01-26,"R2",370
"124521",10367,1,"B13256","Kloaksvaber","NEG",2005-01-26,"R1",370
"124561",10178,3,"B13260","Kloaksvaber","NEG",2005-01-28,NA,370
"124601",10141,2,"B13264","Kloaksvaber","NEG",2005-01-31,"R5",371
"124641",10244,1,"B13268","Kloaksvaber","NEG",2005-01-31,"R4",371
"124681",10244,6,"B13272","Kloaksvaber","NEG",2005-01-28,"R4",370
"124721",10649,1,"B13275","Kloaksvaber","NEG",2005-02-01,"R8",371
"124761",10252,1,"B13279","Kloaksvaber","NEG",2005-02-02,"R3",371
"124801",10302,5,"B13283","Kloaksvaber","NEG",2005-02-02,"R4",371
"124841",10227,2,"B13288","Kloaksvaber","POS",2005-02-03,"R1",371
"124891",10411,1,"B13293","Kloaksvaber","NEG",2005-02-03,"R1",371
"124931",10668,2,"B13297","Kloaksvaber","POS",2005-02-01,NA,371
"124971",10227,1,"B13301","Kloaksvaber","NEG",2005-02-03,"R1",371
"125011",10178,3,"B13305","Kloaksvaber","NEG",2005-02-02,NA,371
"125051",10245,1,"B13308","Kloaksvaber","NEG",2005-02-07,"R4",372
"125091",10501,9,"B13312","Kloaksvaber","NEG",2005-02-07,NA,372
"125171",10563,5,"B13320","Kloaksvaber","NEG",2005-02-07,"R5",372
"125211",10629,3,"B13324","Kloaksvaber","NEG",2005-02-08,"R6",372
"125251",10209,2,"B13328","Kloaksvaber","NEG",2005-02-03,"R1",371
"125291",10388,2,"B13332","Kloaksvaber","NEG",2005-02-01,"R1",371
"125331",10449,1,"B13336","Kloaksvaber","NEG",2005-02-08,"R5",372
"125371",10600,2,"B13340","Kloaksvaber","NEG",2005-02-10,"R4",372
"125411",10193,8,"B13344","Kloaksvaber","NEG",2005-02-09,"R7",372
"125451",10156,3,"B13348","Kloaksvaber","NEG",2005-02-08,NA,372
