"","chrnr","epinr","jnr","matr","resultat","prvdato","region","ugenr"
"9753",10384,2,"B8798","Kloaksvaber","POS",2003-07-14,"R1",290
"9757",10390,1,"B8802","Kloaksvaber","NEG",2003-07-15,"R1",290
"9761",10185,2,"B8806","Kloaksvaber","POS",2003-07-16,"R5",290
"9765",10178,3,"B8810","Kloaksvaber","POS",2003-07-15,NA,290
"97691",10615,2,"B8814","Kloaksvaber","POS",2003-07-18,NA,290
"97731",10325,1,"B8818","Kloaksvaber","POS",2003-07-18,"R8",290
"97771",10176,2,"B8822","Kloaksvaber","NEG",2003-07-18,"R3",290
"97811",10204,2,"B8826","Kloaksvaber","POS",2003-07-18,NA,290
"97851",10181,1,"B8830","Kloaksvaber","POS",2003-07-18,"R3",290
"97891",10176,1,"B8834","Kloaksvaber","NEG",2003-07-18,"R3",290
"97931",10204,3,"B8838","Kloaksvaber","POS",2003-07-22,NA,291
"9797",10320,1,"B8842","Kloaksvaber","POS",2003-07-23,NA,291
"9801",10241,1,"B8846","Kloaksvaber","POS",2003-07-23,NA,291
"9805",10660,2,"B8850","Kloaksvaber","POS",2003-07-24,"R4",291
"9809",10250,2,"B8854","Kloaksvaber","POS",2003-07-22,"R2",291
"98131",10250,6,"B8858","Kloaksvaber","POS",2003-07-23,"R2",291
"98171",10196,4,"B8862","Kloaksvaber","POS",2003-07-24,"R3",291
"98211",10134,1,"B8866","Kloaksvaber","NEG",2003-07-24,"R3",291
"9825",10253,1,"B8870","Kloaksvaber","POS",2003-07-25,"R2",291
"9829",10175,1,"B8874","Kloaksvaber","POS",2003-07-28,"R2",292
"9833",10193,5,"B8878","Kloaksvaber","POS",2003-07-25,"R7",291
"9837",10327,1,"B8882","Kloaksvaber","POS",2003-07-25,"R8",291
"9842",10491,1,"B8887","Kloaksvaber","POS",2003-07-24,NA,291
"9846",10537,2,"B8891","Kloaksvaber","POS",2003-07-29,"R4",292
"9850",10634,1,"B8895","Kloaksvaber","POS",2003-07-30,"R2",292
"9854",10600,3,"B8899","Kloaksvaber","POS",2003-07-30,"R4",292
"9858",10241,2,"B8903","Kloaksvaber","POS",2003-07-23,NA,291
"9862",10208,2,"B8907","Kloaksvaber","POS",2003-07-24,NA,291
"9866",10210,2,"B8911","Kloaksvaber","POS",2003-07-28,NA,292
"9870",10205,1,"B8915","Kloaksvaber","POS",2003-07-29,"R2",292
"9874",10449,1,"B8919","Kloaksvaber","POS",2003-07-31,"R5",292
"9878",10307,1,"B8923","Kloaksvaber","POS",2003-07-31,"R3",292
"98821",10295,1,"B8927","Kloaksvaber","POS",2003-07-29,"R7",292
"98861",10172,3,"B8931","Kloaksvaber","POS",2003-07-31,NA,292
"9890",10491,1,"B8935","Kloaksvaber","POS",2003-07-30,NA,292
"9894",10227,2,"B8939","Kloaksvaber","NEG",2003-08-01,"R1",292
"9898",10171,1,"B8943","Kloaksvaber","POS",2003-08-04,"R5",293
"9902",10560,1,"B8947","Kloaksvaber","POS",2003-08-04,"R8",293
"9906",10295,1,"B8951","Kloaksvaber","POS",2003-08-01,"R7",292
"9910",10659,4,"B8955","Kloaksvaber","POS",2003-08-04,"R3",293
"99141",10554,2,"B8959","Kloaksvaber","POS",2003-07-31,"R1",292
"99181",10209,6,"B8963","Kloaksvaber","POS",2003-08-04,"R1",293
"99221",10491,2,"B8967","Kloaksvaber","POS",2003-08-05,NA,293
"99261",10252,1,"B8971","Kloaksvaber","POS",2003-08-06,"R3",293
"99301",10127,6,"B8975","Kloaksvaber","NEG",2003-08-06,"R4",293
"9934",10372,2,"B8979","Kloaksvaber","POS",2003-08-07,"R5",293
"9938",10219,2,"B8983","Kloaksvaber","POS",2003-08-06,"R3",293
"9942",10076,3,"B8987","Kloaksvaber","NEG",2003-08-07,"R5",293
"9946",10252,5,"B8991","Kloaksvaber","POS",2003-08-05,"R3",293
"9950",10659,4,"B8995","Kloaksvaber","POS",2003-08-07,"R3",293
"9954",10076,2,"B8999","Kloaksvaber","NEG",2003-08-08,"R5",293
"9958",10352,1,"B9003","Kloaksvaber","POS",2003-08-08,"R1",293
"99621",10545,1,"B9007","Kloaksvaber","NEG",2003-08-08,NA,293
"99661",10248,1,"B9011","Kloaksvaber","NEG",2003-08-11,"R8",294
"99701",10491,2,"B9015","Kloaksvaber","POS",2003-08-06,NA,293
"99741",10211,4,"B9019","Kloaksvaber","POS",2003-08-12,"R1",294
"99781",10248,5,"B9023","Kloaksvaber","POS",2003-08-12,"R8",294
"99821",10383,3,"B9027","Kloaksvaber","POS",2003-08-06,"R1",293
"99861",10165,1,"B9031","Kloaksvaber","POS",2003-08-07,"R5",293
"99901",10597,2,"B9035","Kloaksvaber","POS",2003-08-13,"R6",294
"99941",10211,5,"B9039","Kloaksvaber","POS",2003-08-13,"R1",294
"99981",10535,1,"B9043","Kloaksvaber","NEG",2003-08-14,"R1",294
"100021",10302,5,"B9047","Kloaksvaber","POS",2003-08-13,"R4",294
"100061",10501,9,"B9051","Kloaksvaber","NEG",2003-08-14,NA,294
"100101",10211,5,"B9055","Kloaksvaber","POS",2003-08-12,"R1",294
"100141",10650,1,"B9059","Kloaksvaber","POS",2003-08-14,"R8",294
"100181",10217,2,"B10207","Kloaksvaber","POS",2004-01-06,"R5",315
"100221",10367,2,"B10211","Kloaksvaber","NEG",2004-01-08,"R1",315
"100261",10615,2,"B10185","Kloaksvaber","POS",2004-01-06,NA,315
"100301",10135,1,"B10190","Kloaksvaber","NEG",2004-01-08,"R6",315
"100341",10572,1,"B10194","Kloaksvaber","NEG",2004-01-08,"R3",315
"10038",10244,3,"B10199","Kloaksvaber","POS",2004-01-06,"R4",315
"10042",10550,1,"B10203","Kloaksvaber","NEG",2004-01-07,NA,315
"10046",10244,6,"B10182","Kloaksvaber","POS",2004-01-07,"R4",315
"10050",10191,1,"B9063","Kloaksvaber","POS",2003-08-13,NA,294
"10054",10169,2,"B9067","Kloaksvaber","POS",2003-08-18,"R4",295
"10058",10584,2,"B9071","Kloaksvaber","POS",2003-08-18,"R7",295
"10062",10156,4,"B9075","Kloaksvaber","POS",2003-08-18,NA,295
"100661",10169,7,"B9079","Kloaksvaber","POS",2003-08-18,"R4",295
"100701",10637,2,"B9083","Kloaksvaber","NEG",2003-08-15,"R3",294
"10074",10403,1,"B9087","Kloaksvaber","POS",2003-08-13,"R1",294
"10078",10388,2,"B9091","Kloaksvaber","POS",2003-08-12,"R1",294
"10082",10245,5,"B9095","Kloaksvaber","POS",2003-08-19,"R4",295
"10086",10137,1,"B9099","Kloaksvaber","POS",2003-08-19,"R5",295
"10090",10572,1,"B9103","Kloaksvaber","POS",2003-08-20,"R3",295
"100941",10246,1,"B9107","Kloaksvaber","POS",2003-08-20,"R3",295
"100981",10501,1,"B9111","Kloaksvaber","POS",2003-08-19,NA,295
"101021",10548,2,"B9115","Kloaksvaber","POS",2003-08-20,"R2",295
"101061",10200,3,"B9119","Kloaksvaber","NEG",2003-08-21,"R2",295
"101101",10097,2,"B9123","Kloaksvaber","NEG",2003-08-21,NA,295
"101141",10467,1,"B9127","Kloaksvaber","POS",2003-08-20,NA,295
"101181",10432,1,"B9131","Kloaksvaber","NEG",2003-08-25,"R2",296
"101221",10604,2,"B9135","Kloaksvaber","POS",2003-08-22,"R3",295
"101261",10604,1,"B9139","Kloaksvaber","POS",2003-08-22,"R3",295
"101301",10394,10,"B9143","Kloaksvaber","POS",2003-08-25,"R4",296
"101341",10328,1,"B9147","Kloaksvaber","POS",2003-08-26,"R8",296
"101381",10384,2,"B9151","Kloaksvaber","NEG",2003-08-25,"R1",296
"101421",10185,2,"B9155","Kloaksvaber","POS",2003-08-25,"R5",296
"101461",10332,3,"B9159","Kloaksvaber","POS",2003-08-27,"R3",296
"101501",10233,6,"B9164","Kloaksvaber","POS",2003-08-28,"R6",296
"101541",10233,5,"B9168","Kloaksvaber","POS",2003-08-28,"R6",296
"101581",10224,2,"B9172","Kloaksvaber","NEG",2003-08-27,"R5",296
"101621",10129,3,"B9176","Kloaksvaber","POS",2003-08-26,"R7",296
"101661",10526,1,"B9179","Kloaksvaber","NEG",2003-08-29,"R3",296
"101701",10526,1,"B9183","Kloaksvaber","NEG",2003-08-29,"R3",296
"101741",10630,3,"B9187","Kloaksvaber","POS",2003-09-01,"R6",297
"101781",10233,2,"B9191","Kloaksvaber","POS",2003-08-29,"R6",296
"101821",10178,1,"B9195","Kloaksvaber","POS",2003-08-29,NA,296
"10186",10467,2,"B9199","Kloaksvaber","POS",2003-08-26,NA,296
"10190",10384,1,"B9203","Kloaksvaber","NEG",2003-08-28,"R1",296
"101941",10390,2,"B9207","Kloaksvaber","NEG",2003-08-26,"R1",296
"101981",10300,12,"B9211","Kloaksvaber","POS",2003-09-03,"R4",297
"102021",10176,1,"B9217","Kloaksvaber","NEG",2003-09-04,"R3",297
"102061",10181,1,"B9222","Kloaksvaber","POS",2003-09-02,"R3",297
"102101",10356,3,"B9226","Kloaksvaber","POS",2003-09-03,"R2",297
"102141",10141,2,"B9231","Kloaksvaber","NEG",2003-09-04,"R5",297
"102181",10178,2,"B9235","Kloaksvaber","POS",2003-09-02,NA,297
"102221",10164,1,"B9239","Kloaksvaber","POS",2003-09-01,"R5",297
"102261",10619,3,"B9243","Kloaksvaber","NEG",2003-09-04,"R5",297
"102301",10619,2,"B9227","Kloaksvaber","NEG",2003-09-04,"R5",297
"102341",10141,4,"B9247","Kloaksvaber","NEG",2003-09-05,"R5",297
"102381",10342,1,"B9251","Kloaksvaber","POS",2003-09-05,"R3",297
"102421",10250,6,"B9255","Kloaksvaber","POS",2003-09-08,"R2",298
"102461",10532,2,"B9259","Kloaksvaber","NEG",2003-09-05,"R4",297
"102501",10178,3,"B9263","Kloaksvaber","POS",2003-09-05,NA,297
"102541",10085,2,"B9267","Kloaksvaber","NEG",2003-09-09,"R8",298
"10258",10562,2,"B9271","Kloaksvaber","NEG",2003-09-10,"R8",298
"10262",10520,4,"B9275","Kloaksvaber","POS",2003-09-10,"R4",298
"102661",10562,2,"B9279","Kloaksvaber","NEG",2003-09-10,"R8",298
"102701",10175,1,"B9283","Kloaksvaber","POS",2003-09-10,"R2",298
"102741",10196,1,"B9287","Kloaksvaber","NEG",2003-09-09,"R3",298
"10278",10178,3,"B9291","Kloaksvaber","POS",2003-09-09,NA,298
"10282",10208,2,"B9295","Kloaksvaber","POS",2003-09-10,NA,298
"102861",10217,1,"B9299","Kloaksvaber","POS",2003-09-08,"R5",298
"102901",10111,3,"B9303","Kloaksvaber","POS",2003-09-10,"R5",298
"102941",10327,2,"B9307","Kloaksvaber","POS",2003-09-11,"R8",298
"102981",10210,2,"B9311","Kloaksvaber","NEG",2003-09-15,NA,299
"103021",10520,2,"B9315","Kloaksvaber","POS",2003-09-15,"R4",299
"10306",10253,1,"B9319","Kloaksvaber","POS",2003-09-12,"R2",298
"10310",10615,2,"B9324","Kloaksvaber","POS",2003-09-12,NA,298
"10314",10193,2,"B9327","Kloaksvaber","POS",2003-09-17,"R7",299
"10318",10153,3,"B9331","Kloaksvaber","POS",2003-09-17,"R3",299
"10322",10362,1,"B9335","Kloaksvaber","POS",2003-09-17,"R2",299
"10326",10241,2,"B9340","Kloaksvaber","NEG",2003-09-16,NA,299
"10330",10362,2,"B9344","Kloaksvaber","POS",2003-09-17,"R2",299
"103341",10449,1,"B9348","Kloaksvaber","NEG",2003-09-18,"R5",299
"103381",10560,1,"B9352","Kloaksvaber","POS",2003-09-18,"R8",299
"103421",10153,2,"B9356","Kloaksvaber","POS",2003-09-18,"R3",299
"10346",10491,1,"B9360","Kloaksvaber","POS",2003-09-16,NA,299
"10350",10033,1,"B9364","Kloaksvaber","POS",2003-09-22,"R3",300
"10354",10352,2,"B9368","Kloaksvaber","NEG",2003-09-19,"R1",299
"103581",10171,4,"B9372","Kloaksvaber","NEG",2003-09-22,"R5",300
"103621",10193,5,"B9376","Kloaksvaber","POS",2003-09-19,"R7",299
"103661",10491,1,"B9380","Kloaksvaber","POS",2003-09-19,NA,299
"103701",10252,5,"B9384","Kloaksvaber","POS",2003-09-23,"R3",300
"103741",10209,1,"B9388","Kloaksvaber","POS",2003-09-24,"R1",300
"103781",10209,6,"B9392","Kloaksvaber","POS",2003-09-22,"R1",300
"103821",10252,3,"B9396","Kloaksvaber","POS",2003-09-23,"R3",300
"10386",10172,5,"B9400","Kloaksvaber","POS",2003-09-24,NA,300
"103901",10127,6,"B9404","Kloaksvaber","POS",2003-09-25,"R4",300
"103941",10127,4,"B9408","Kloaksvaber","POS",2003-09-24,"R4",300
"103981",10136,4,"B9412","Kloaksvaber","POS",2003-09-25,"R4",300
"104021",10491,2,"B9416","Kloaksvaber","POS",2003-09-25,NA,300
"104061",10659,4,"B9420","Kloaksvaber","POS",2003-09-29,"R3",301
"10410",10600,2,"B9424","Kloaksvaber","NEG",2003-09-29,"R4",301
"10414",10383,2,"B9428","Kloaksvaber","POS",2003-09-26,"R1",300
"10418",10543,2,"B9433","Kloaksvaber","NEG",2003-09-30,"R7",301
"10422",10491,2,"B9437","Kloaksvaber","POS",2003-09-29,NA,301
"10426",10650,2,"B9440","Kloaksvaber","POS",2003-10-01,"R8",301
"10430",10372,1,"B9444","Kloaksvaber","POS",2003-09-25,"R5",300
"10434",10403,1,"B9448","Kloaksvaber","POS",2003-09-29,"R1",301
"10438",10535,1,"B9452","Kloaksvaber","NEG",2003-09-30,"R1",301
"104421",10219,2,"B9456","Kloaksvaber","NEG",2003-10-01,"R3",301
"10446",10076,3,"B9460","Kloaksvaber","NEG",2003-10-01,"R5",301
"10450",10211,4,"B9464","Kloaksvaber","POS",2003-10-02,"R1",301
"10454",10187,1,"B9468","Kloaksvaber","POS",2003-10-02,"R8",301
"10458",10637,1,"B9474","Kloaksvaber","NEG",2003-10-03,"R3",301
"10462",10248,3,"B9482","Kloaksvaber","NEG",2003-10-06,"R8",302
"104661",10576,1,"B9477","Kloaksvaber","NEG",2003-10-06,"R6",302
"104701",10435,1,"B9486","Kloaksvaber","POS",2003-10-03,"R2",301
"104741",10142,1,"B9490","Kloaksvaber","NEG",2003-10-07,"R5",302
"104781",10156,2,"B9494","Kloaksvaber","POS",2003-10-05,NA,301
"104821",10248,1,"B9480","Kloaksvaber","POS",2003-10-03,"R8",301
"104861",10548,2,"B9500","Kloaksvaber","NEG",2003-10-09,"R2",302
"104901",10097,2,"B9504","Kloaksvaber","POS",2003-10-07,NA,302
"104941",10191,1,"B9508","Kloaksvaber","POS",2003-09-30,NA,301
"104981",10491,2,"B9512","Kloaksvaber","POS",2003-10-01,NA,301
"105021",10341,1,"B9518","Kloaksvaber","POS",2003-10-07,"R3",302
"105061",10597,2,"B9522","Kloaksvaber","POS",2003-10-08,"R6",302
"105101",10603,2,"B9526","Kloaksvaber","POS",2003-10-07,"R3",302
"105141",10191,1,"B9532","Kloaksvaber","POS",2003-10-07,NA,302
"105181",10200,2,"B9515","Kloaksvaber","NEG",2003-10-09,"R2",302
"105221",10390,1,"B9538","Kloaksvaber","NEG",2003-10-09,"R1",302
"105261",10548,4,"B9542","Kloaksvaber","NEG",2003-10-10,"R2",302
"105301",10246,2,"B9546","Kloaksvaber","NEG",2003-10-13,"R3",303
"105341",10429,1,"B9550","Kloaksvaber","NEG",2003-10-13,"R3",303
"105381",10246,4,"B9553","Kloaksvaber","NEG",2003-10-10,"R3",302
"105421",10129,2,"B9558","Kloaksvaber","POS",2003-10-14,"R7",303
"105461",10604,2,"B9562","Kloaksvaber","POS",2003-10-14,"R3",303
"105501",10667,1,"B9564","Kloaksvaber","NEG",2003-10-15,"R4",303
"105541",10420,1,"B9568","Kloaksvaber","NEG",2003-10-14,"R5",303
"105581",10526,1,"B9572","Kloaksvaber","NEG",2003-10-15,"R3",303
"105621",10224,1,"B9578","Kloaksvaber","NEG",2003-10-15,"R5",303
"105661",10420,1,"B9582","Kloaksvaber","NEG",2003-10-14,"R5",303
"105701",10467,1,"B9586","Kloaksvaber","NEG",2003-10-15,NA,303
"105741",10467,2,"B9588","Kloaksvaber","NEG",2003-10-16,NA,303
"105781",10467,2,"B9593","Kloaksvaber","NEG",2003-10-17,NA,303
"105821",10233,7,"B9597","Kloaksvaber","NEG",2003-10-20,"R6",304
"105861",10335,1,"B9601","Kloaksvaber","NEG",2003-10-20,"R4",304
"105901",10432,1,"B9606","Kloaksvaber","NEG",2003-10-20,"R2",304
"105941",10441,1,"B9608","Kloaksvaber","NEG",2003-10-17,"R3",303
"105981",10332,1,"B9613","Kloaksvaber","POS",2003-10-21,"R3",304
"106021",10389,2,"B9610","Kloaksvaber","NEG",2003-10-17,"R1",303
"106061",10332,2,"B9620","Kloaksvaber","POS",2003-10-22,"R3",304
"106101",10619,1,"B9624","Kloaksvaber","NEG",2003-10-21,"R5",304
"106141",10389,2,"B9628","Kloaksvaber","NEG",2003-10-16,"R1",303
"106181",10196,2,"B9632","Kloaksvaber","NEG",2003-10-23,"R3",304
"106221",10233,2,"B9636","Kloaksvaber","NEG",2003-10-22,"R6",304
"106261",10005,2,"B9642","Kloaksvaber","NEG",2003-10-23,"R6",304
"106301",10325,1,"B9647","Kloaksvaber","POS",2003-10-23,"R8",304
"106341",10467,2,"B9651","Kloaksvaber","NEG",2003-10-22,NA,304
"106381",10233,4,"B9638","Kloaksvaber","NEG",2003-10-22,"R6",304
"106421",10208,1,"B9656","Kloaksvaber","POS",2003-10-27,NA,305
"106461",10083,2,"B9660","Kloaksvaber","NEG",2003-10-27,"R2",305
"106501",10532,1,"B9664","Kloaksvaber","POS",2003-10-24,"R4",304
"106541",10666,2,"B9668","Kloaksvaber","NEG",2003-10-27,"R7",305
"106581",10245,2,"B9672","Kloaksvaber","POS",2003-10-28,"R4",305
"106621",10554,1,"B9676","Kloaksvaber","NEG",2003-10-28,"R1",305
"106661",10245,4,"B9680","Kloaksvaber","POS",2003-10-29,"R4",305
"106701",10111,1,"B9684","Kloaksvaber","NEG",2003-10-29,"R5",305
"106741",10362,1,"B9688","Kloaksvaber","NEG",2003-10-30,"R2",305
"106781",10175,3,"B9692","Kloaksvaber","NEG",2003-10-29,"R2",305
"106821",10250,3,"B9696","Kloaksvaber","NEG",2003-10-28,"R2",305
"106861",10205,1,"B9700","Kloaksvaber","POS",2003-10-29,"R2",305
"106901",10381,1,"B9704","Kloaksvaber","POS",2003-10-29,"R1",305
"106941",10295,2,"B9708","Kloaksvaber","NEG",2003-10-30,"R7",305
"107001",10362,1,"B9714","Kloaksvaber","POS",2003-11-03,"R2",306
"107041",10529,1,"B9718","Kloaksvaber","NEG",2003-10-31,"R7",305
"107081",10141,5,"B9722","Kloaksvaber","NEG",2003-10-31,"R5",305
"107121",10634,1,"B9726","Kloaksvaber","POS",2003-11-03,"R2",306
"107161",10331,1,"B9730","Kloaksvaber","POS",2003-10-31,"R6",305
"107201",10178,3,"B9734","Kloaksvaber","POS",2003-11-03,NA,306
"107241",10241,2,"B9739","Kloaksvaber","POS",2003-11-03,NA,306
"107281",10295,1,"B9743","Kloaksvaber","POS",2003-11-04,"R7",306
"107321",10244,3,"B9746","Kloaksvaber","POS",2003-11-05,"R4",306
"107361",10295,2,"B9750","Kloaksvaber","POS",2003-11-04,"R7",306
"107401",10352,2,"B9755","Kloaksvaber","NEG",2003-11-06,"R1",306
"107441",10210,5,"B9760","Kloaksvaber","NEG",2003-11-05,NA,306
"107481",10178,3,"B9764","Kloaksvaber","POS",2003-11-04,NA,306
"107521",10520,1,"B9752","Kloaksvaber","POS",2003-11-05,"R4",306
"107561",10279,1,"B9770","Kloaksvaber","NEG",2003-11-10,"R6",307
"107601",10560,2,"B9774","Kloaksvaber","NEG",2003-11-07,"R8",306
"107641",10307,1,"B9778","Kloaksvaber","POS",2003-11-07,"R3",306
"107681",10615,2,"B9782","Kloaksvaber","NEG",2003-11-07,NA,306
"107721",10085,2,"B9786","Kloaksvaber","NEG",2003-11-11,"R8",307
"107761",10209,3,"B9791","Kloaksvaber","POS",2003-11-05,"R1",306
"107801",10668,1,"B9795","Kloaksvaber","NEG",2003-11-06,NA,306
"107841",10165,3,"B9800","Kloaksvaber","NEG",2003-11-10,"R5",307
"107881",10566,1,"B9802","Kloaksvaber","POS",2003-11-13,"R3",307
"107921",10135,1,"B9806","Kloaksvaber","NEG",2003-11-13,"R6",307
"107961",10543,2,"B9810","Kloaksvaber","POS",2003-11-13,"R7",307
"108001",10252,4,"B9814","Kloaksvaber","POS",2003-11-11,"R3",307
"108041",10187,2,"B9818","Kloaksvaber","NEG",2003-11-13,"R8",307
"108081",10491,1,"B9822","Kloaksvaber","NEG",2003-11-13,NA,307
"108121",10076,3,"B9826","Kloaksvaber","NEG",2003-11-14,"R5",307
"108161",10136,3,"B9850","Kloaksvaber","POS",2003-11-14,"R4",307
"108201",10140,3,"B9855","Kloaksvaber","POS",2003-11-19,"R4",308
"108241",10535,1,"B9833","Kloaksvaber","NEG",2003-11-18,"R1",308
"108281",10367,2,"B9837","Kloaksvaber","NEG",2003-11-17,"R1",308
"108321",10172,1,"B9841","Kloaksvaber","NEG",2003-11-18,NA,308
"108361",10572,1,"B9845","Kloaksvaber","NEG",2003-11-17,"R3",308
"108401",10537,2,"B9849","Kloaksvaber","POS",2003-11-17,"R4",308
"108441",10576,1,"B9858","Kloaksvaber","POS",2003-11-20,"R6",308
"108481",10211,4,"B9862","Kloaksvaber","POS",2003-11-20,"R1",308
"108521",10153,3,"B9866","Kloaksvaber","POS",2003-11-19,"R3",308
"108561",10324,3,"B9870","Kloaksvaber","NEG",2003-11-20,"R8",308
"108601",10491,2,"B9874","Kloaksvaber","NEG",2003-11-21,NA,308
"108641",10219,2,"B9884","Kloaksvaber","NEG",2003-11-21,"R3",308
"108681",10266,1,"B9888","Kloaksvaber","NEG",2003-11-25,"R6",309
"108721",10491,2,"B9877","Kloaksvaber","NEG",2003-11-24,NA,309
"108761",10211,6,"B9881","Kloaksvaber","POS",2003-11-21,"R1",308
"108801",10248,3,"B9894","Kloaksvaber","NEG",2003-11-24,"R8",309
"108841",10097,1,"B9898","Kloaksvaber","NEG",2003-11-21,NA,308
"108881",10211,1,"B9903","Kloaksvaber","POS",2003-11-20,"R1",308
"108921",10390,1,"B9907","Kloaksvaber","NEG",2003-11-24,"R1",309
"109001",10246,4,"B9915","Kloaksvaber","POS",2003-11-26,"R3",309
"109041",10246,2,"B9919","Kloaksvaber","POS",2003-11-27,"R3",309
"109081",10526,2,"B9923","Kloaksvaber","NEG",2003-11-26,"R3",309
"109121",10156,2,"B9927","Kloaksvaber","POS",2003-11-25,NA,309
"109161",10501,8,"B9931","Kloaksvaber","NEG",2003-11-27,NA,309
"109201",10191,1,"B9935","Kloaksvaber","NEG",2003-11-27,NA,309
"109241",10200,2,"B9939","Kloaksvaber","NEG",2003-12-01,"R2",310
"109281",10501,9,"B9944","Kloaksvaber","NEG",2003-11-28,NA,309
"109321",10335,2,"B9947","Kloaksvaber","NEG",2003-12-02,"R4",310
"109361",10226,2,"B9951","Kloaksvaber","POS",2003-12-02,NA,310
"109401",10548,3,"B9955","Kloaksvaber","NEG",2003-11-28,"R2",309
"109441",10169,2,"B9959","Kloaksvaber","POS",2003-12-01,"R4",310
"109481",10137,1,"B9963","Kloaksvaber","POS",2003-12-01,"R5",310
"109521",10420,1,"B9967","Kloaksvaber","NEG",2003-11-21,"R5",308
"109561",10597,2,"B9971","Kloaksvaber","POS",2003-12-04,"R6",310
"109601",10441,2,"B9975","Kloaksvaber","NEG",2003-12-04,"R3",310
"109641",10604,2,"B9979","Kloaksvaber","NEG",2003-12-03,"R3",310
"109681",10129,2,"B9983","Kloaksvaber","POS",2003-12-04,"R7",310
"109721",10467,1,"B9987","Kloaksvaber","NEG",2003-12-02,NA,310
"109761",10325,1,"B9991","Kloaksvaber","NEG",2003-12-08,"R8",311
"109801",10438,1,"B9993","Kloaksvaber","NEG",2003-12-05,"R3",310
"109841",10389,1,"B9999","Kloaksvaber","NEG",2003-12-08,"R1",311
"109881",10176,2,"B10003","Kloaksvaber","NEG",2003-12-05,"R3",310
"109921",10086,2,"B10008","Kloaksvaber","NEG",2003-12-08,NA,311
"109961",10364,1,"B10011","Kloaksvaber","NEG",2003-12-09,"R1",311
"110001",10501,6,"B10015","Kloaksvaber","NEG",2003-12-03,NA,310
"110041",10600,3,"B10019","Kloaksvaber","POS",2003-12-09,"R4",311
"110081",10630,1,"B10023","Kloaksvaber","NEG",2003-12-15,"R6",312
"110121",10532,2,"B10027","Kloaksvaber","NEG",2003-12-12,"R4",311
"110161",10005,1,"B10031","Kloaksvaber","NEG",2003-12-15,"R6",312
"110201",10208,1,"B10035","Kloaksvaber","POS",2003-12-15,NA,312
"110241",10295,1,"B10039","Kloaksvaber","NEG",2003-12-15,"R7",312
"110281",10196,1,"B10044","Kloaksvaber","NEG",2003-12-16,"R3",312
"110321",10250,4,"B10048","Kloaksvaber","NEG",2003-12-16,"R2",312
"110361",10619,2,"B10052","Kloaksvaber","NEG",2003-12-09,"R5",311
"110401",10381,1,"B10056","Kloaksvaber","NEG",2003-12-16,"R1",312
"110441",10327,2,"B10060","Kloaksvaber","POS",2003-12-17,"R8",312
"110481",10134,1,"B10064","Kloaksvaber","NEG",2003-12-17,"R3",312
"110521",10196,4,"B10069","Kloaksvaber","NEG",2003-12-17,"R3",312
"11056",10175,2,"B10074","Kloaksvaber","NEG",2003-12-17,"R2",312
"110601",10295,2,"B10078","Kloaksvaber","POS",2003-12-18,"R7",312
"110641",10467,2,"B10083","Kloaksvaber","POS",2003-12-17,NA,312
"110681",10668,1,"B10087","Kloaksvaber","NEG",2003-12-16,NA,312
"110721",10175,1,"B10073","Kloaksvaber","NEG",2003-12-17,"R2",312
"11076",10178,1,"B10092","Kloaksvaber","NEG",2003-12-22,NA,313
"110801",10375,2,"B10096","Kloaksvaber","NEG",2003-12-22,"R7",313
"110841",10560,1,"B10100","Kloaksvaber","POS",2003-12-19,"R8",312
"110881",10342,1,"B10104","Kloaksvaber","POS",2003-12-22,"R3",313
"110921",10307,1,"B10108","Kloaksvaber","NEG",2003-12-23,"R3",313
"110961",10375,1,"B10112","Kloaksvaber","NEG",2003-12-23,"R7",313
"111001",10659,3,"B10116","Kloaksvaber","NEG",2003-12-27,"R3",313
"111041",10141,3,"B10120","Kloaksvaber","NEG",2003-12-23,"R5",313
"111081",10210,4,"B10125","Kloaksvaber","NEG",2003-12-23,NA,313
"111121",10178,2,"B10129","Kloaksvaber","POS",2003-12-23,NA,313
"11116",10372,1,"B10132","Kloaksvaber","NEG",2004-01-02,"R5",314
"11120",10520,2,"B10136","Kloaksvaber","NEG",2003-12-30,"R4",314
"111241",10076,1,"B10140","Kloaksvaber","NEG",2003-01-05,"R5",262
"111281",10193,2,"B10146","Kloaksvaber","POS",2003-01-05,"R7",262
"111321",10520,3,"B10151","Kloaksvaber","NEG",2003-12-30,"R4",314
"111361",10193,5,"B10147","Kloaksvaber","POS",2004-01-05,"R7",315
"111401",10210,1,"B10156","Kloaksvaber","NEG",2003-12-23,NA,313
"11144",10210,5,"B10160","Kloaksvaber","NEG",2003-12-22,NA,313
"11148",10209,2,"B10164","Kloaksvaber","POS",2003-12-23,"R1",313
"11152",10165,2,"B10168","Kloaksvaber","NEG",2003-12-30,"R5",314
"11156",10178,3,"B10173","Kloaksvaber","NEG",2003-12-30,NA,314
"11160",10127,4,"B10177","Kloaksvaber","NEG",2004-01-06,"R4",315
"11164",10187,1,"B10214","Kloaksvaber","NEG",2004-01-09,"R8",315
"11168",10211,1,"B10218","Kloaksvaber","POS",2004-01-12,"R1",316
"111721",10193,8,"B10222","Kloaksvaber","NEG",2004-01-09,"R7",315
"111761",10085,1,"B10226","Kloaksvaber","NEG",2004-01-12,"R8",316
